Name,Critic_Score,cluster
Boogerman: A Pick and Flick Adventure,0.0,98.0
Boogerman: A Pick and Flick Adventure,0.0,98.0
Boogerman: A Pick and Flick Adventure,0.0,98.0
Bounty Bob Strikes Back!,0.0,98.0
Bubble Bobble,0.0,98.0
Bubble Bobble,0.0,98.0
Bubble Bobble,0.0,98.0
Bubble Bobble,0.0,98.0
Bubble Bobble,0.0,98.0
Bubble Bobble,0.0,98.0
Bubble Bobble Plus!,0.0,98.0
Bubsy II,0.0,98.0
Bubsy II,0.0,98.0
Bubsy II,0.0,98.0
Bubsy in Fractured Furry Tails,0.0,98.0
Bubsy in: Claws Encounters of the Furred Kind,0.0,98.0
Bubsy in: Claws Encounters of the Furred Kind,0.0,98.0
Bucky O'Hare,0.0,98.0
Buffers Evolution,0.0,98.0
Bug Too!,0.0,98.0
Bug Too!,0.0,98.0
Bug!,0.0,98.0
Bug!,0.0,98.0
Bugs Bunny in Double Trouble,0.0,98.0
Bugs Bunny in Double Trouble,0.0,98.0
Bugs Bunny: Lost in Time,0.0,98.0
Buzz Lightyear of Star Command,0.0,98.0
C.I.D 925: An Ordinary Life,0.0,98.0
Capcom Generation 2: Dai 2 Shuu Makai to Kishi,0.0,98.0
Capcom Generation 2: Dai 2 Shuu Makai to Kishi,0.0,98.0
Captain Planet and the Planeteers,0.0,98.0
Captain Planet and the Planeteers,0.0,98.0
Castle of Deceit,0.0,98.0
Castlevania,0.0,98.0
Castlevania Chronicles,0.0,98.0
Castlevania III: Dracula's Curse,0.0,98.0
Castlevania III: Dracula's Curse,0.0,98.0
Castlevania: The Adventure,0.0,98.0
Chakan,0.0,98.0
Chakan,0.0,98.0
Cheese Cat-Astrophe Starring Speedy Gonzales,0.0,98.0
Cheese Cat-Astrophe Starring Speedy Gonzales,0.0,98.0
Cheese Cat-Astrophe Starring Speedy Gonzales,0.0,98.0
Chester Cheetah: Too Cool to Fool,0.0,98.0
Chester Cheetah: Too Cool to Fool,0.0,98.0
Chester Cheetah: Wild Wild Quest,0.0,98.0
Chester Cheetah: Wild Wild Quest,0.0,98.0
Chiki Chiki Boys,0.0,98.0
Chiki Chiki Boys,0.0,98.0
Chiki Chiki Boys,0.0,98.0
Chip Chan Kick!,0.0,98.0
Chronos Twins DX,0.0,98.0
Chuck Rock,0.0,98.0
Chuck Rock,0.0,98.0
Chuck Rock,0.0,98.0
Chuck Rock,0.0,98.0
Chuck Rock,0.0,98.0
Chuck Rock,0.0,98.0
Chuck Rock II: Son of Chuck,0.0,98.0
Chuck Rock II: Son of Chuck,0.0,98.0
Chuck Rock II: Son of Chuck,0.0,98.0
Chuck Rock II: Son of Chuck,0.0,98.0
Citizen X,0.0,98.0
City Connection,0.0,98.0
City Connection,0.0,98.0
Clash at Demonhead,0.0,98.0
Cliffhanger,0.0,98.0
Cliffhanger,0.0,98.0
Cliffhanger,0.0,98.0
Cliffhanger,0.0,98.0
Cliffhanger,0.0,98.0
Cliffhanger,0.0,98.0
Clockwork Knight 2,0.0,98.0
Cocoto Platform Jumper,0.0,98.0
Cocoto Platform Jumper,0.0,98.0
Cocoto Platform Jumper,0.0,98.0
Cocoto Platform Jumper,0.0,98.0
Cocoto Platform Jumper,0.0,98.0
Conker's Pocket Tales,0.0,98.0
Cool Spot,0.0,98.0
Cool Spot,0.0,98.0
Cool Spot,0.0,98.0
Cool Spot,0.0,98.0
Cool Spot,0.0,98.0
Cool Spot,0.0,98.0
Crash Bandicoot: The Wrath of Cortex,0.0,98.0
Crash: Mind Over Mutant,0.0,98.0
Crayon Shin-Chan: Arashi o Yobu Enji,0.0,98.0
Croc 2,0.0,98.0
Croc: Legend of the Gobbos,0.0,98.0
Croc: Legend of the Gobbos,0.0,98.0
Crystal's Pony Tale,0.0,98.0
Daffy Duck,0.0,98.0
Daffy Duck in Hollywood,0.0,98.0
Daffy Duck in Hollywood,0.0,98.0
Daffy Duck in Hollywood,0.0,98.0
Daffy Duck: Fowl Play,0.0,98.0
Dai Makaimura,0.0,98.0
Dai Makaimura,0.0,98.0
Dai Makaimura,0.0,98.0
Daiku no Gensan 2: Akage no Dan no Gyakushuu,0.0,98.0
Daiku no Gensan: Robot Teikoku no Yabou,0.0,98.0
Danan: The Jungle Fighter,0.0,98.0
Dark Castle,0.0,98.0
Dark Castle,0.0,98.0
Darkwing Duck,0.0,98.0
Darkwing Duck,0.0,98.0
Darkwing Duck,0.0,98.0
Daze Before Christmas,0.0,98.0
Daze Before Christmas,0.0,98.0
Death Jr.,0.0,98.0
Decap Attack,0.0,98.0
Decap Attack,0.0,98.0
Deep Duck Trouble Starring Donald Duck,0.0,98.0
Deep Duck Trouble Starring Donald Duck,0.0,98.0
Desert Demolition starring Road Runner and Wile E. Coyote,0.0,98.0
Desert Speedtrap starring Road Runner & Wile E. Coyote,0.0,98.0
Desert Speedtrap Starring Road Runner and Wile E. Coyote,0.0,98.0
Desert Speedtrap Starring Road Runner and Wile E. Coyote,0.0,98.0
Digger T. Rock: The Legend of the Lost City,0.0,98.0
Disney's 102 Dalmatians: Puppies to the Rescue,0.0,98.0
Disney's 102 Dalmatians: Puppies to the Rescue,0.0,98.0
Disney's Aladdin,0.0,98.0
Disney's Aladdin,0.0,98.0
Disney's Aladdin,0.0,98.0
Disney's Aladdin,0.0,98.0
Disney's Ariel the Little Mermaid,0.0,98.0
Disney's Beauty and the Beast,0.0,98.0
Disney's Beauty and the Beast,0.0,98.0
Disney's Beauty and the Beast,0.0,98.0
Disney's Beauty and the Beast: Belle's Quest,0.0,98.0
Disney's Beauty and the Beast: Roar of the Beast,0.0,98.0
Disney's Bonkers,0.0,98.0
Disney's Bonkers: Wax Up!,0.0,98.0
Disney's Bonkers: Wax Up!,0.0,98.0
Disney's Chicken Little,0.0,98.0
Disney's Chip 'n Dale: Rescue Rangers 2,0.0,98.0
Disney's DuckTales 2,0.0,98.0
Disney's DuckTales 2,0.0,98.0
Disney's Hercules,0.0,98.0
Disney's Hercules,0.0,98.0
Disney's Hercules,0.0,98.0
Disney's Mulan,0.0,98.0
Disney's Pinocchio,0.0,98.0
Disney's Pinocchio,0.0,98.0
Disney's Pinocchio,0.0,98.0
Disney's Pocahontas,0.0,98.0
Disney's Pocahontas,0.0,98.0
Disney's The Jungle Book,0.0,98.0
Disney's The Jungle Book,0.0,98.0
Disney's The Jungle Book,0.0,98.0
Disney's The Lion King: Simba's Mighty Adventure,0.0,98.0
Disney's The Jungle Book,0.0,98.0
Don Doko Don,0.0,98.0
Don Doko Don,0.0,98.0
Don Doko Don 2,0.0,98.0
Donald in Maui Mallard,0.0,98.0
Donkey Kong,0.0,98.0
Donkey Kong,0.0,98.0
Donkey Kong,0.0,98.0
Donkey Kong 3,0.0,98.0
Donkey Kong 3,0.0,98.0
Donkey Kong Jr.,0.0,98.0
Doom Troopers,0.0,98.0
Doom Troopers,0.0,98.0
Doraemon 2: Nobita to Hikari no Shinden,0.0,98.0
Doraemon Minna de Yuubou!,0.0,98.0
Doraemon Nobita No Dorabian Night (Card),0.0,98.0
Doraemon Nobita No Dorabian Night (CD),0.0,98.0
Doraemon Nobita to 3 Tsu no Seirei Ishi,0.0,98.0
DoReMi Fantasy: Milon's DokiDoki Adventure,0.0,98.0
Dragon Buster,0.0,98.0
Dragon Buster,0.0,98.0
Dragon Buster (Arcade),0.0,98.0
Dragon Egg!,0.0,98.0
Dragon's Curse,0.0,98.0
Dragon's Lair,0.0,98.0
Dragon's Lair,0.0,98.0
Dragon's Lair,0.0,98.0
Dragon's Lair,0.0,98.0
Dragon's Lair,0.0,98.0
Dragon's Lair,0.0,98.0
Dragon's Lair,0.0,98.0
Dragon: The Bruce Lee Story,0.0,98.0
Dragon: The Bruce Lee Story,0.0,98.0
Dragon: The Bruce Lee Story,0.0,98.0
Dragon: The Bruce Lee Story,0.0,98.0
Dragon: The Bruce Lee Story,0.0,98.0
Dynamite Headdy,0.0,98.0
Dynamite Headdy,0.0,98.0
Dynamite Headdy,0.0,98.0
Dynamite Headdy,0.0,98.0
Earthworm Jim,0.0,98.0
Earthworm Jim,0.0,98.0
Earthworm Jim,0.0,98.0
Earthworm Jim,0.0,98.0
Earthworm Jim,0.0,98.0
Earthworm Jim,0.0,98.0
Earthworm Jim,0.0,98.0
Earthworm Jim,0.0,98.0
Earthworm Jim,0.0,98.0
Earthworm Jim 2,0.0,98.0
Earthworm Jim 2,0.0,98.0
Earthworm Jim 2,0.0,98.0
Earthworm Jim 2,0.0,98.0
Earthworm Jim 2,0.0,98.0
Earthworm Jim 3D,0.0,98.0
Earthworm Jim HD,0.0,98.0
Earthworm Jim HD,0.0,98.0
Earthworm Jim Special Edition,0.0,98.0
Elevator Action,0.0,98.0
Elevator Action,0.0,98.0
Elevator Action,0.0,98.0
Elevator Action,0.0,98.0
ESWAT: City Under Siege,0.0,98.0
ESWAT: City Under Siege,0.0,98.0
ESWAT: City Under Siege,0.0,98.0
ESWAT: City Under Siege,0.0,98.0
Evil Twin: Cyprien's Chronicles,0.0,98.0
Evil Twin: Cyprien's Chronicles,0.0,98.0
Evil Twin: Cyprien's Chronicles,0.0,98.0
Ex-Mutants,0.0,98.0
Fantasia,0.0,98.0
Fatal Rewind,0.0,98.0
Faussete Amour,0.0,98.0
Felix the Cat,0.0,98.0
Ferias Frustradas de Pica Pau,0.0,98.0
Ferias Frustradas de Pica Pau,0.0,98.0
Fire & Ice,0.0,98.0
Flashback: The Quest for Identity,0.0,98.0
Flashback: The Quest for Identity,0.0,98.0
Flashback: The Quest for Identity,0.0,98.0
Flashback: The Quest for Identity,0.0,98.0
Flashback: The Quest for Identity,0.0,98.0
Flashback: The Quest for Identity,0.0,98.0
Flicky,0.0,98.0
Flicky,0.0,98.0
Flink,0.0,98.0
Flink,0.0,98.0
Fortress of Fear: Wizards & Warriors X,0.0,98.0
Fox's Peter Pan & the Pirates: The Revenge of Captain Hook,0.0,98.0
Frog Feast,0.0,98.0
Frogger Beyond,0.0,98.0
Frogger Beyond,0.0,98.0
Frogger's Adventures: The Rescue,0.0,98.0
Fushigi no Yume no Alice,0.0,98.0
G.I. Joe: A Real American Hero,0.0,98.0
G.I. Joe: The Atlantis Factor,0.0,98.0
Galahad,0.0,98.0
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,0.0,98.0
Ganbare Goemon 3: Shishijyuurokubei no Karakuri Manji Katame,0.0,98.0
Ganbare Goemon! Karakuri Douchuu,0.0,98.0
Ganso!! Yancha-Maru,0.0,98.0
Garfield: Caught in the Act,0.0,98.0
Garfield: Caught in the Act,0.0,98.0
Garfield: Caught in the Act,0.0,98.0
Genji Tsuushin Agedama,0.0,98.0
Gex,0.0,98.0
Gex,0.0,98.0
Gex,0.0,98.0
Gex,0.0,98.0
Gex 3: Deep Cover Gecko,0.0,98.0
Gex: Enter The Gecko,0.0,98.0
Ghost House,0.0,98.0
Ghosts 'n Goblins,0.0,98.0
Ghosts 'n Goblins,0.0,98.0
Ghosts 'n Goblins,0.0,98.0
Ghosts 'n Goblins,0.0,98.0
Ghosts 'n Goblins (Arcade),0.0,98.0
Ghouls 'n Ghosts,0.0,98.0
Ghouls 'n Ghosts,0.0,98.0
Ghouls 'n Ghosts,0.0,98.0
Global Gladiators,0.0,98.0
Global Gladiators,0.0,98.0
Glover,0.0,98.0
Go Go Ackman,0.0,98.0
Go Go Ackman,0.0,98.0
Gods,0.0,98.0
Gods,0.0,98.0
Gods,0.0,98.0
Gold Fish Casino Slots,0.0,98.0
Gold Fish Casino Slots,0.0,98.0
Greendog: The Beached Surfer Dude!,0.0,98.0
Greendog: The Beached Surfer Dude!,0.0,98.0
Gremlins 2: The New Batch,0.0,98.0
Gremlins 2: The New Batch,0.0,98.0
Gun-Lord,0.0,98.0
Gun-Lord,0.0,98.0
Hammerin' Harry,0.0,98.0
Heart of the Alien: Out of This World Parts I and II,0.0,98.0
Heracles: Battle With The Gods,0.0,98.0
Hero of Sparta,0.0,98.0
Hero of Sparta,0.0,98.0
Hook,0.0,98.0
Hook,0.0,98.0
Hook,0.0,98.0
Hook,0.0,98.0
Hook,0.0,98.0
Hook,0.0,98.0
Hook,0.0,98.0
Hook,0.0,98.0
Hudson Hawk,0.0,98.0
Hudson Hawk,0.0,98.0
Hudson Selection Vol. 4: Takahashi Meijin no Bouken Shima,0.0,98.0
Hudson Selection Vol. 4: Takahashi Meijin no Bouken Shima,0.0,98.0
Hurricanes,0.0,98.0
Hurricanes,0.0,98.0
Hurricanes,0.0,98.0
Hyper Force,0.0,98.0
Ice Age 2: The Meltdown,0.0,98.0
Ice Climber,0.0,98.0
Indiana Jones and the Last Crusade,0.0,98.0
Indiana Jones and the Last Crusade,0.0,98.0
Indiana Jones and the Last Crusade,0.0,98.0
Indiana Jones' Greatest Adventures,0.0,98.0
Indiana Jones' Greatest Adventures,0.0,98.0
Inside My Radio,0.0,98.0
Inside My Radio,0.0,98.0
Inside My Radio,0.0,98.0
Iron Man / X-O Manowar in Heavy Metal,0.0,98.0
Iron Man / X-O Manowar in Heavy Metal,0.0,98.0
Iron Man / X-O Manowar in Heavy Metal,0.0,98.0
Iron Man / X-O Manowar in Heavy Metal,0.0,98.0
J.J. & Jeff,0.0,98.0
J.J. & Jeff,0.0,98.0
Jackie Chan's Action Kung Fu,0.0,98.0
Jackie Chan's Action Kung Fu,0.0,98.0
James Bond 007: The Duel,0.0,98.0
James Bond 007: The Duel,0.0,98.0
James Bond Jr.,0.0,98.0
James Bond Jr.,0.0,98.0
James Pond 2: Codename RoboCod,0.0,98.0
James Pond 2: Codename RoboCod,0.0,98.0
James Pond 2: Codename RoboCod,0.0,98.0
James Pond 2: Codename: Robocod,0.0,98.0
James Pond 3: Operation Starfish,0.0,98.0
James Pond: Underwater Agent,0.0,98.0
Jelly Boy,0.0,98.0
Jelly Boy,0.0,98.0
Jett Rocket,0.0,98.0
Jim Power,0.0,98.0
Joe & Mac: Caveman Ninja,0.0,98.0
Joe & Mac,0.0,98.0
Joe & Mac,0.0,98.0
Joe & Mac,0.0,98.0
Joe & Mac,0.0,98.0
Johnny Bazookatone,0.0,98.0
Johnny Bazookatone,0.0,98.0
Journey to Silius,0.0,98.0
Joust,0.0,98.0
Joust,0.0,98.0
Joust,0.0,98.0
Joust,0.0,98.0
Joust,0.0,98.0
Judge Dredd,0.0,98.0
Judge Dredd,0.0,98.0
Judge Dredd,0.0,98.0
Judge Dredd,0.0,98.0
Judge Dredd,0.0,98.0
Judge Dredd,0.0,98.0
Jurassic Park Part 2: The Chaos Continues,0.0,98.0
Jurassic Park Part 2: The Chaos Continues,0.0,98.0
Jurassic Park: Rampage Edition,0.0,98.0
Kabuki Quantum Fighter,0.0,98.0
Kaizou Chounin Shubibinman,0.0,98.0
Kaizou Chounin Shubibinman,0.0,98.0
Kaizou Chounin Shubibinman,0.0,98.0
Kaizou Chounin Shubibinman 3: Ikai no Princess,0.0,98.0
Kaizou Chounin Shubibinman 3: Ikai no Princess,0.0,98.0
Karnov,0.0,98.0
Kaze no Klonoa: Moonlight Museum,0.0,98.0
Keith Courage in Alpha Zones,0.0,98.0
Kenseiden,0.0,98.0
Kid Chameleon,0.0,98.0
Kid Chameleon,0.0,98.0
Kid Icarus,0.0,98.0
Kid Icarus: Of Myths and Monsters,0.0,98.0
Kid Klown in Night Mayor World,0.0,98.0
Kid Kool,0.0,98.0
Kirby Super Star,0.0,98.0
Kirby Super Star,0.0,98.0
Kirby's Dream Land,0.0,98.0
Kirby's Dream Land,0.0,98.0
Kirby's Dream Land 3,0.0,98.0
Kirby's Dream Land 3,0.0,98.0
Kiwi Kraze: A Bird-Brained Adventure!,0.0,98.0
Klonoa: Door to Phantomile,0.0,98.0
Knuckles Chaotix,0.0,98.0
Kodama,0.0,98.0
Kung Fu Kid,0.0,98.0
Land of Illusion starring Mickey Mouse,0.0,98.0
Land of Illusion starring Mickey Mouse,0.0,98.0
Legend of Hero Tonma,0.0,98.0
Legend of Hero Tonma,0.0,98.0
Legend of Illusion starring Mickey Mouse,0.0,98.0
Legend of Illusion starring Mickey Mouse,0.0,98.0
Little Nemo the Dream Master,0.0,98.0
Little Samson,0.0,98.0
Lode Runner for WonderSwan,0.0,98.0
Looney Tunes,0.0,98.0
Looney Tunes: Taz Express,0.0,98.0
Low G Man: The Low Gravity Man,0.0,98.0
Lucky Luke,0.0,98.0
Lucky Luke,0.0,98.0
Lucky Luke (GBC),0.0,98.0
Lucky Luke: Desperado Train,0.0,98.0
M.C. Kids,0.0,98.0
Makai Prince Dorabocchan,0.0,98.0
Makaimura for WonderSwan,0.0,98.0
Man Overboard!,0.0,98.0
Mappy,0.0,98.0
Mappy,0.0,98.0
Mappy (Arcade),0.0,98.0
Mario Bros.,0.0,98.0
Mario Bros.,0.0,98.0
Mario Bros.,0.0,98.0
Mario Clash,0.0,98.0
Marko,0.0,98.0
Marko,0.0,98.0
Marko,0.0,98.0
Marsupilami,0.0,98.0
Master of Darkness,0.0,98.0
Maui Mallard in Cold Shadow,0.0,98.0
Maui Mallard in Cold Shadow,0.0,98.0
Maui Mallard in Cold Shadow,0.0,98.0
Mega Man,0.0,98.0
Mega Man,0.0,98.0
Mega Man,0.0,98.0
Mega Man,0.0,98.0
Mega Man 2,0.0,98.0
Mega Man 3,0.0,98.0
Mega Man 3,0.0,98.0
Mega Man 3,0.0,98.0
Mega Man 5,0.0,98.0
Mega Man 6,0.0,98.0
Mega Man 6,0.0,98.0
Mega Man Dual Pack,0.0,98.0
Mega Man X,0.0,98.0
Mega Man X,0.0,98.0
Mega Man X3,0.0,98.0
Mega Man X3,0.0,98.0
Mega Man X3,0.0,98.0
Mega Man X3,0.0,98.0
Mega Man X4,0.0,98.0
Mega Man X4,0.0,98.0
Mega Man X5,0.0,98.0
Mega Man X5,0.0,98.0
Mega Man X5,0.0,98.0
Mega Man X6,0.0,98.0
Mega Man X8,0.0,98.0
Mega Man: The Wily Wars,0.0,98.0
Mega Turrican,0.0,98.0
Mega Turrican,0.0,98.0
Michael Jackson's Moonwalker,0.0,98.0
Michael Jackson's Moonwalker,0.0,98.0
Michael Jackson's Moonwalker,0.0,98.0
Michael Jackson's Moonwalker,0.0,98.0
Mick & Mack as the Global Gladiators,0.0,98.0
Mickey Mania: The Timeless Adventures of Mickey Mouse,0.0,98.0
Mickey Mania: The Timeless Adventures of Mickey Mouse,0.0,98.0
Mickey Mania: The Timeless Adventures of Mickey Mouse,0.0,98.0
Mickey's Wild Adventure,0.0,98.0
Mighty Bomb Jack,0.0,98.0
Mighty Bomb Jack,0.0,98.0
Mighty Morphin' Power Rangers,0.0,98.0
Mighty Morphin' Power Rangers,0.0,98.0
Mighty Morphin' Power Rangers,0.0,98.0
Mighty Switch Force,0.0,98.0
Mighty Switch Force,0.0,98.0
Milon's Secret Castle,0.0,98.0
Milon's Secret Castle,0.0,98.0
Milon's Secret Castle,0.0,98.0
Milon's Secret Castle,0.0,98.0
Miner 2049er,0.0,98.0
Miner 2049er,0.0,98.0
Miner 2049er,0.0,98.0
Miner 2049er,0.0,98.0
Miracle Adventure,0.0,98.0
Mister Rogers the Video Game,0.0,98.0
Monster in My Pocket,0.0,98.0
Monster Lair,0.0,98.0
Monster Lair,0.0,98.0
Monster World IV,0.0,98.0
"Monsters, Inc. Scream Team",0.0,98.0
Mr. Bones,0.0,98.0
Mr. Gimmick,0.0,98.0
Mr. Nutz,0.0,98.0
Mr. Nutz,0.0,98.0
Mr. Nutz,0.0,98.0
Mr. Nutz,0.0,98.0
Mr. Nutz,0.0,98.0
Mugen Senshi Valis,0.0,98.0
Mugen Senshi Valis,0.0,98.0
Mugen Senshi Valis,0.0,98.0
Mystic Defender,0.0,98.0
Niko-Niko Pun,0.0,98.0
Ninja Crusaders,0.0,98.0
Ninja Gaiden,0.0,98.0
Ninja Gaiden,0.0,98.0
Ninja Gaiden,0.0,98.0
Ninja Gaiden,0.0,98.0
Ninja Gaiden,0.0,98.0
Ninja Gaiden II: The Dark Sword of Chaos,0.0,98.0
Ninja Gaiden II: The Dark Sword of Chaos,0.0,98.0
Ninja Gaiden III: The Ancient Ship of Doom,0.0,98.0
Ninja Gaiden III: The Ancient Ship of Doom,0.0,98.0
Ninja Gaiden III: The Ancient Ship of Doom,0.0,98.0
Ninja Gaiden Shadow,0.0,98.0
Ninja JaJaMaru-kun,0.0,98.0
Ninja JaJaMaru-kun,0.0,98.0
Ninja JaJaMaru: Ginga Daisakusen,0.0,98.0
Ninja Ryuukenden,0.0,98.0
Ninja Ryuukenden,0.0,98.0
Ninja-Kun: Ashura no Shou,0.0,98.0
Ninja-Kun: Ashura no Shou,0.0,98.0
Noah's Ark,0.0,98.0
Noddy and the Magic Book,0.0,98.0
Noobow,0.0,98.0
Nuts & Milk,0.0,98.0
Nuts & Milk,0.0,98.0
Obocchamakun,0.0,98.0
Obocchamakun,0.0,98.0
Onslaught,0.0,98.0
Onslaught,0.0,98.0
Onslaught,0.0,98.0
Out of This World,0.0,98.0
Out of This World,0.0,98.0
Out of This World,0.0,98.0
Out of This World,0.0,98.0
Out to Lunch,0.0,98.0
Out to Lunch,0.0,98.0
Pac-Land,0.0,98.0
Pac-Land,0.0,98.0
Pac-Land,0.0,98.0
Pac-Man 2: The New Adventures,0.0,98.0
Pac-Man 2: The New Adventures,0.0,98.0
Pac-Man World 2,0.0,98.0
Pac-Man World 2,0.0,98.0
Pandemonium!,0.0,98.0
Pandemonium!,0.0,98.0
Pandemonium!,0.0,98.0
Panic Restaurant,0.0,98.0
Parasol Stars: Rainbow Islands II,0.0,98.0
Parasol Stars: The Story of Bubble Bobble III,0.0,98.0
Parasol Stars: The Story of Bubble Bobble III,0.0,98.0
Penguin Adventure,0.0,98.0
Penguin Adventure,0.0,98.0
Phantom 2040,0.0,98.0
Phantom 2040,0.0,98.0
Phantom 2040,0.0,98.0
Pink Goes to Hollywood,0.0,98.0
Pink Goes to Hollywood,0.0,98.0
Pitfall,0.0,98.0
Pitfall: The Mayan Adventure,0.0,98.0
Pitfall: The Mayan Adventure,0.0,98.0
Pitfall: The Mayan Adventure,0.0,98.0
Pitfall: The Mayan Adventure,0.0,98.0
Pitfall: The Mayan Adventure,0.0,98.0
Pitfall: The Mayan Adventure,0.0,98.0
Planet Pachinko,0.0,98.0
Plok,0.0,98.0
Pole's Big Adventure,0.0,98.0
Popeye,0.0,98.0
Popeye,0.0,98.0
Portal Runner,0.0,98.0
Power Blade,0.0,98.0
Power Blade 2,0.0,98.0
Prehistorik Man,0.0,98.0
Prehistorik Man,0.0,98.0
Prehistorik Man,0.0,98.0
Prince of Persia,0.0,98.0
Prince of Persia,0.0,98.0
Prince of Persia,0.0,98.0
Prince of Persia,0.0,98.0
Prince of Persia,0.0,98.0
Prince of Persia,0.0,98.0
Prince of Persia,0.0,98.0
"Prinny 2: Dawn of Operation Panties, Dood!",0.0,98.0
Psycho Fox,0.0,98.0
Pucca's Kisses Game,0.0,98.0
Puggsy,0.0,98.0
Puggsy,0.0,98.0
Pulseman,0.0,98.0
Pulseman,0.0,98.0
Puss 'N Boots: Pero's Great Adventure,0.0,98.0
QuackShot starring Donald Duck,0.0,98.0
Quartet,0.0,98.0
Quest for the Shaven Yak starring Ren & Stimpy,0.0,98.0
Quest for the Shaven Yak Starring Ren & Stimpy,0.0,98.0
Raguy (CD),0.0,98.0
Rainbow Islands,0.0,98.0
Rainbow Islands,0.0,98.0
Rainbow Islands: Putty's Party,0.0,98.0
Rainbow Islands: Story of the Bubble Bobble 2,0.0,98.0
Rastan,0.0,98.0
Rayman,0.0,98.0
Rayman,0.0,98.0
Rayman,0.0,98.0
Rayman,0.0,98.0
Rayman 10th Anniversary,0.0,98.0
Rayman 10th Anniversary,0.0,98.0
Rayman 10th Anniversary,0.0,98.0
Rayman 2,0.0,98.0
Rayman 2: Revolution,0.0,98.0
Rayman 2: The Great Escape,0.0,98.0
Rayman Trilogy,0.0,98.0
Revenge of Drancon,0.0,98.0
Risky Woods,0.0,98.0
Ristar,0.0,98.0
Ristar,0.0,98.0
Ristar,0.0,98.0
Ristar,0.0,98.0
RoboCop 2,0.0,98.0
RoboCop 2,0.0,98.0
RoboCop 3,0.0,98.0
RoboCop 3,0.0,98.0
RoboCop 3,0.0,98.0
RoboCop 3,0.0,98.0
RoboCop 3,0.0,98.0
RoboCop versus The Terminator,0.0,98.0
RoboCop versus The Terminator,0.0,98.0
RoboCop versus The Terminator,0.0,98.0
RoboCop versus The Terminator,0.0,98.0
RoboCop versus The Terminator,0.0,98.0
Rocket Knight Adventures,0.0,98.0
Rockin' Kats,0.0,98.0
RockMan & Forte: Mirai Kara no Chousen Sha,0.0,98.0
RockMan EXE WS,0.0,98.0
RockMan X7,0.0,98.0
RodLand,0.0,98.0
RodLand,0.0,98.0
Rolo to the Rescue,0.0,98.0
Ronald McDonald in Magical World,0.0,98.0
Rugrats: Time Travelers,0.0,98.0
Run Sackboy! Run!,0.0,98.0
Run Sackboy! Run!,0.0,98.0
Run Sackboy! Run!,0.0,98.0
Rush'n Attack,0.0,98.0
Rush'n Attack,0.0,98.0
Rygar,0.0,98.0
Rygar,0.0,98.0
Rygar: Legendary Warrior (Arcade),0.0,98.0
Sabrina the Animated Series: Spooked!,0.0,98.0
Sabrina the Animated Series: Zapped!,0.0,98.0
Shadow Blasters,0.0,98.0
Shadow Dancer,0.0,98.0
Shadow Dancer: The Secret of Shinobi,0.0,98.0
Shadow Dancer: The Secret of Shinobi,0.0,98.0
Shadow Dancer: The Secret of Shinobi,0.0,98.0
Shadow of the Beast,0.0,98.0
Shadow of the Beast,0.0,98.0
Shadow of the Beast,0.0,98.0
Shadow of the Beast,0.0,98.0
Shadow of the Ninja,0.0,98.0
Shadow of the Ninja,0.0,98.0
Shatterhand,0.0,98.0
Shinobi,0.0,98.0
Shinobi,0.0,98.0
Shinobi,0.0,98.0
Shinobi,0.0,98.0
Shinobi,0.0,98.0
Shinobi,0.0,98.0
Shinobi II: The Silent Fury,0.0,98.0
Skeleton Warriors,0.0,98.0
Skuljagger: Revolt of the Westicans,0.0,98.0
Small Soldiers,0.0,98.0
Snake Rattle n Roll,0.0,98.0
Snake Rattle n Roll,0.0,98.0
Sneaky Snakes,0.0,98.0
Snow Bros.,0.0,98.0
Snow Brothers,0.0,98.0
Snow Brothers,0.0,98.0
Soccer Kid,0.0,98.0
Soccer Kid,0.0,98.0
Soccer Kid,0.0,98.0
Soccer Kid,0.0,98.0
Son Son II,0.0,98.0
Sonic & Knuckles,0.0,98.0
Sonic & Garfield Pack,0.0,98.0
Sonic & Knuckles,0.0,98.0
Sonic & Knuckles Collection,0.0,98.0
Sonic 3 & Knuckles,0.0,98.0
Sonic 3D Blast,0.0,98.0
Sonic 3D Blast,0.0,98.0
Sonic 3D Blast,0.0,98.0
Sonic 3D Blast,0.0,98.0
Sonic 3D Blast (Genesis),0.0,98.0
Sonic Adventure 2,0.0,98.0
Sonic Adventure 2,0.0,98.0
Sonic Blast,0.0,98.0
Sonic Blast,0.0,98.0
Sonic CD,0.0,98.0
Sonic Forces,0.0,98.0
Sonic Labyrinth,0.0,98.0
Sonic the Hedgehog,0.0,98.0
Sonic the Hedgehog,0.0,98.0
Sonic the Hedgehog,0.0,98.0
Sonic the Hedgehog,0.0,98.0
Sonic the Hedgehog,0.0,98.0
Sonic the Hedgehog (MS),0.0,98.0
Sonic the Hedgehog 2,0.0,98.0
Sonic the Hedgehog 2,0.0,98.0
Sonic the Hedgehog 2,0.0,98.0
Sonic the Hedgehog 2,0.0,98.0
Sonic the Hedgehog 2,0.0,98.0
Sonic the Hedgehog 2 (MS),0.0,98.0
Sonic the Hedgehog 3,0.0,98.0
Sonic the Hedgehog 3,0.0,98.0
Sonic the Hedgehog 3,0.0,98.0
